"","vote_2019","gender","edu","age","province","dummy_vote"
"4035","Conservative Party","Female","Graduated college","30 to 44","SK",0
"4036","Liberal Party","Female","Graduated college","60 plus","PE",1
"4037","Conservative Party","Female","Graduated high school","60 plus","AB",0
"4038","Liberal Party","Male","Graduated college","45 to 59","ON",1
"4039","Liberal Party","Female","Graduated high school","60 plus","MB",1
"4040","Liberal Party","Male","Didn't graduate college","45 to 59","BC",1
"4041","Liberal Party","Male","Graduated college","60 plus","QC",1
"4042","Conservative Party","Male","Graduated college","60 plus","AB",0
"4043","Conservative Party","Male","Graduated college","60 plus","AB",0
"4044","Liberal Party","Female","Graduated high school","60 plus","BC",1
"4045","Liberal Party","Female","Didn't graduate college","30 to 44","AB",1
"4046","Liberal Party","Male","Graduated college","45 to 59","QC",1
"4047","Liberal Party","Female","Graduated college","30 to 44","AB",1
"4048","Liberal Party","Female","Graduated college","18 to 29","MB",1
"4049","Liberal Party","Female","Graduated college","60 plus","ON",1
"4050","Liberal Party","Female","Graduated college","60 plus","NB",1
"4051","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"4052","Liberal Party","Female","Didn't graduate college","45 to 59","AB",1
"4053","Conservative Party","Female","Didn't graduate college","30 to 44","AB",0
"4054","Liberal Party","Female","Graduated college","45 to 59","ON",1
"4055","Liberal Party","Female","Graduated college","30 to 44","QC",1
"4056","Liberal Party","Male","Graduated college","45 to 59","QC",1
"4057","Liberal Party","Female","Didn't graduate college","30 to 44","SK",1
"4058","Liberal Party","Female","Graduated high school","60 plus","ON",1
"4059","Conservative Party","Male","Graduated college","60 plus","ON",0
"4060","Conservative Party","Female","Didn't graduate college","60 plus","AB",0
"4061","Liberal Party","Female","Graduated college","30 to 44","ON",1
"4062","Conservative Party","Female","Graduated high school","18 to 29","ON",0
"4063","Conservative Party","Female","Graduated college","45 to 59","SK",0
"4064","Conservative Party","Male","Didn't graduate college","45 to 59","NS",0
"4065","Liberal Party","Male","Graduated college","60 plus","BC",1
"4066","Liberal Party","Female","Graduated college","45 to 59","NL",1
"4067","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"4068","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"4069","Liberal Party","Female","Graduated college","45 to 59","AB",1
"4070","Conservative Party","Female","Graduated college","18 to 29","ON",0
"4071","Conservative Party","Male","Didn't graduate college","60 plus","NS",0
"4072","Liberal Party","Male","Graduated college","18 to 29","ON",1
"4073","Liberal Party","Male","Graduated college","60 plus","ON",1
"4074","Conservative Party","Female","Didn't graduate college","30 to 44","SK",0
"4075","Liberal Party","Female","Graduated college","45 to 59","ON",1
"4076","Liberal Party","Female","Graduated college","60 plus","NS",1
"4077","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"4078","Conservative Party","Female","Graduated high school","60 plus","QC",0
"4079","Conservative Party","Male","Didn't graduate high school","30 to 44","AB",0
"4080","Liberal Party","Female","Graduated college","18 to 29","ON",1
"4081","Liberal Party","Female","Graduated college","30 to 44","QC",1
"4082","Conservative Party","Female","Graduated high school","30 to 44","ON",0
"4083","Liberal Party","Male","Graduated college","45 to 59","NT",1
"4084","Liberal Party","Female","Graduated college","60 plus","ON",1
"4085","Liberal Party","Female","Graduated college","18 to 29","ON",1
"4086","Liberal Party","Female","Didn't graduate college","60 plus","MB",1
"4087","Conservative Party","Male","Didn't graduate high school","60 plus","ON",0
"4088","Liberal Party","Male","Didn't graduate college","60 plus","MB",1
"4089","Liberal Party","Female","Graduated high school","45 to 59","NS",1
"4090","Liberal Party","Female","Graduated college","60 plus","AB",1
"4091","Liberal Party","Female","Graduated high school","60 plus","ON",1
"4092","Conservative Party","Female","Graduated college","18 to 29","AB",0
"4093","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"4094","Conservative Party","Male","Graduated college","30 to 44","ON",0
"4095","Conservative Party","Female","Graduated college","18 to 29","ON",0
"4096","Conservative Party","Female","Didn't graduate college","45 to 59","MB",0
"4097","Liberal Party","Female","Didn't graduate college","30 to 44","QC",1
"4098","Liberal Party","Male","Graduated college","45 to 59","BC",1
"4099","Conservative Party","Female","Graduated college","45 to 59","MB",0
"4100","Conservative Party","Female","Graduated college","45 to 59","BC",0
"4101","Liberal Party","Male","Graduated college","30 to 44","QC",1
"4102","Conservative Party","Female","Graduated college","30 to 44","ON",0
"4103","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"4104","Conservative Party","Male","Graduated college","45 to 59","QC",0
"4105","Liberal Party","Female","Graduated college","30 to 44","QC",1
"4106","Liberal Party","Male","Didn't graduate college","45 to 59","SK",1
"4107","Liberal Party","Male","Graduated college","45 to 59","QC",1
"4108","Liberal Party","Male","Graduated college","60 plus","ON",1
"4109","Liberal Party","Female","Graduated college","45 to 59","NB",1
"4110","Conservative Party","Male","Graduated college","30 to 44","SK",0
"4111","Conservative Party","Female","Didn't graduate college","60 plus","AB",0
"4112","Conservative Party","Male","Didn't graduate college","30 to 44","MB",0
"4113","Liberal Party","Male","Graduated college","18 to 29","NS",1
"4114","Conservative Party","Female","Didn't graduate college","45 to 59","QC",0
"4115","Conservative Party","Female","Graduated college","30 to 44","ON",0
"4116","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"4117","Liberal Party","Female","Graduated college","30 to 44","QC",1
"4118","Conservative Party","Female","Graduated college","45 to 59","MB",0
"4119","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"4120","Liberal Party","Female","Graduated college","45 to 59","ON",1
"4121","Liberal Party","Female","Graduated college","30 to 44","AB",1
"4122","Liberal Party","Female","Graduated college","60 plus","ON",1
"4123","Liberal Party","Female","Graduated college","60 plus","NB",1
"4124","Liberal Party","Female","Graduated high school","60 plus","BC",1
"4125","Liberal Party","Male","Graduated college","45 to 59","ON",1
"4126","Conservative Party","Female","Graduated college","30 to 44","ON",0
"4127","Liberal Party","Male","Graduated high school","30 to 44","QC",1
"4128","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"4129","Liberal Party","Female","Didn't graduate college","18 to 29","NS",1
"4130","Liberal Party","Female","Didn't graduate college","60 plus","AB",1
"4131","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"4132","Liberal Party","Female","Graduated high school","60 plus","QC",1
"4133","Conservative Party","Female","Graduated high school","45 to 59","AB",0
"4134","Conservative Party","Male","Didn't graduate college","60 plus","SK",0
"4135","Conservative Party","Female","Graduated high school","60 plus","AB",0
"4136","Conservative Party","Female","Graduated college","45 to 59","SK",0
"4137","Conservative Party","Male","Didn't graduate college","30 to 44","AB",0
"4138","Conservative Party","Female","Graduated high school","60 plus","AB",0
"4139","Conservative Party","Male","Didn't graduate college","45 to 59","BC",0
"4140","Liberal Party","Female","Didn't graduate college","30 to 44","AB",1
"4141","Conservative Party","Female","Graduated college","18 to 29","ON",0
"4142","Liberal Party","Male","Graduated college","60 plus","ON",1
"4143","Liberal Party","Female","Graduated high school","18 to 29","ON",1
"4144","Liberal Party","Female","Graduated high school","18 to 29","ON",1
"4145","Liberal Party","Female","Graduated college","30 to 44","QC",1
"4146","Liberal Party","Female","Graduated college","18 to 29","ON",1
"4147","Conservative Party","Female","Graduated high school","45 to 59","AB",0
"4148","Liberal Party","Female","Didn't graduate college","18 to 29","MB",1
"4149","Liberal Party","Female","Graduated college","60 plus","ON",1
"4150","Conservative Party","Female","Graduated college","30 to 44","NS",0
"4151","Conservative Party","Female","Graduated college","45 to 59","ON",0
"4152","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"4153","Liberal Party","Male","Didn't graduate college","18 to 29","ON",1
"4154","Liberal Party","Female","Graduated college","30 to 44","ON",1
"4155","Liberal Party","Female","Graduated college","60 plus","QC",1
"4156","Conservative Party","Female","Graduated college","18 to 29","AB",0
"4157","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"4158","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"4159","Liberal Party","Male","Graduated college","30 to 44","ON",1
"4160","Conservative Party","Female","Graduated college","18 to 29","BC",0
"4161","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"4162","Liberal Party","Female","Graduated college","45 to 59","BC",1
"4163","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"4164","Conservative Party","Female","Didn't graduate college","18 to 29","QC",0
"4165","Conservative Party","Female","Graduated high school","45 to 59","ON",0
"4166","Conservative Party","Female","Graduated college","45 to 59","QC",0
"4167","Liberal Party","Female","Graduated high school","18 to 29","AB",1
"4168","Liberal Party","Male","Didn't graduate college","45 to 59","MB",1
"4169","Conservative Party","Female","Didn't graduate college","30 to 44","QC",0
"4170","Conservative Party","Female","Graduated college","45 to 59","AB",0
"4171","Conservative Party","Male","Graduated college","60 plus","BC",0
"4172","Conservative Party","Male","Graduated college","60 plus","SK",0
"4173","Liberal Party","Male","Graduated high school","18 to 29","ON",1
"4174","Liberal Party","Female","Graduated high school","60 plus","ON",1
"4175","Conservative Party","Male","Didn't graduate college","60 plus","BC",0
"4176","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"4177","Liberal Party","Male","Graduated college","60 plus","QC",1
"4178","Liberal Party","Male","Graduated college","45 to 59","ON",1
"4179","Liberal Party","Male","Graduated college","60 plus","QC",1
"4180","Liberal Party","Female","Didn't graduate high school","18 to 29","ON",1
"4181","Liberal Party","Male","Graduated college","60 plus","ON",1
"4182","Liberal Party","Female","Didn't graduate college","60 plus","QC",1
"4183","Conservative Party","Male","Graduated college","60 plus","ON",0
"4184","Liberal Party","Female","Graduated college","18 to 29","ON",1
"4185","Conservative Party","Female","Graduated high school","60 plus","BC",0
"4186","Liberal Party","Male","Graduated college","60 plus","ON",1
"4187","Conservative Party","Male","Didn't graduate college","60 plus","ON",0
"4188","Liberal Party","Male","Graduated college","30 to 44","QC",1
"4189","Liberal Party","Male","Didn't graduate high school","45 to 59","ON",1
"4190","Conservative Party","Male","Graduated college","18 to 29","ON",0
"4191","Liberal Party","Female","Graduated college","60 plus","ON",1
"4192","Liberal Party","Female","Graduated college","60 plus","ON",1
"4193","Liberal Party","Female","Graduated college","30 to 44","ON",1
"4194","Liberal Party","Male","Graduated high school","60 plus","SK",1
"4195","Conservative Party","Male","Graduated college","18 to 29","AB",0
"4196","Conservative Party","Male","Graduated college","60 plus","ON",0
"4197","Liberal Party","Female","Graduated college","18 to 29","ON",1
