"","vote_2019","gender","edu","age","province","dummy_vote"
"2974","Liberal Party","Female","Graduated college","30 to 44","ON",1
"2975","Conservative Party","Male","Didn't graduate high school","60 plus","ON",0
"2976","Conservative Party","Male","Didn't graduate college","30 to 44","SK",0
"2977","Liberal Party","Female","Didn't graduate college","60 plus","BC",1
"2978","Liberal Party","Female","Didn't graduate high school","18 to 29","ON",1
"2979","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"2980","Liberal Party","Female","Graduated college","45 to 59","ON",1
"2981","Conservative Party","Male","Graduated college","18 to 29","ON",0
"2982","Liberal Party","Male","Graduated college","60 plus","ON",1
"2983","Liberal Party","Female","Graduated high school","45 to 59","NS",1
"2984","Liberal Party","Female","Graduated high school","30 to 44","QC",1
"2985","Liberal Party","Male","Didn't graduate college","30 to 44","ON",1
"2986","Liberal Party","Female","Didn't graduate college","45 to 59","NS",1
"2987","Conservative Party","Female","Graduated college","30 to 44","AB",0
"2988","Liberal Party","Male","Didn't graduate college","60 plus","SK",1
"2989","Liberal Party","Female","Graduated college","45 to 59","ON",1
"2990","Liberal Party","Male","Graduated college","18 to 29","NB",1
"2991","Liberal Party","Male","Graduated high school","60 plus","QC",1
"2992","Conservative Party","Female","Graduated high school","60 plus","BC",0
"2993","Conservative Party","Female","Graduated college","30 to 44","AB",0
"2994","Conservative Party","Female","Graduated high school","60 plus","QC",0
"2995","Liberal Party","Female","Graduated college","45 to 59","ON",1
"2996","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"2997","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"2998","Liberal Party","Female","Graduated college","30 to 44","ON",1
"2999","Conservative Party","Male","Didn't graduate high school","60 plus","BC",0
"3000","Conservative Party","Male","Graduated college","60 plus","ON",0
"3001","Conservative Party","Male","Graduated college","60 plus","AB",0
"3002","Conservative Party","Male","Graduated college","60 plus","ON",0
"3003","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"3004","Conservative Party","Male","Graduated college","18 to 29","ON",0
"3005","Liberal Party","Male","Didn't graduate college","18 to 29","ON",1
"3006","Conservative Party","Female","Graduated high school","60 plus","AB",0
"3007","Liberal Party","Female","Graduated high school","18 to 29","BC",1
"3008","Conservative Party","Female","Graduated high school","60 plus","ON",0
"3009","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"3010","Conservative Party","Male","Didn't graduate high school","18 to 29","BC",0
"3011","Conservative Party","Male","Graduated college","30 to 44","ON",0
"3012","Conservative Party","Female","Didn't graduate college","45 to 59","SK",0
"3013","Conservative Party","Female","Didn't graduate college","45 to 59","MB",0
"3014","Liberal Party","Female","Didn't graduate college","45 to 59","BC",1
"3015","Conservative Party","Female","Didn't graduate college","45 to 59","AB",0
"3016","Liberal Party","Male","Graduated high school","60 plus","ON",1
"3017","Liberal Party","Female","Didn't graduate college","18 to 29","ON",1
"3018","Liberal Party","Female","Graduated college","60 plus","ON",1
"3019","Conservative Party","Male","Graduated college","45 to 59","ON",0
"3020","Conservative Party","Male","Didn't graduate college","60 plus","QC",0
"3021","Conservative Party","Female","Graduated college","18 to 29","AB",0
"3022","Conservative Party","Female","Graduated college","18 to 29","AB",0
"3023","Liberal Party","Male","Didn't graduate college","60 plus","ON",1
"3024","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3025","Conservative Party","Female","Graduated college","30 to 44","AB",0
"3026","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3027","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"3028","Conservative Party","Male","Graduated college","30 to 44","ON",0
"3029","Liberal Party","Female","Graduated college","60 plus","QC",1
"3030","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3031","Conservative Party","Male","Graduated college","18 to 29","NL",0
"3032","Conservative Party","Male","Graduated college","45 to 59","BC",0
"3033","Conservative Party","Female","Didn't graduate college","30 to 44","QC",0
"3034","Conservative Party","Female","Didn't graduate high school","18 to 29","ON",0
"3035","Conservative Party","Male","Graduated college","60 plus","ON",0
"3036","Liberal Party","Female","Didn't graduate college","60 plus","NS",1
"3037","Conservative Party","Female","Graduated college","45 to 59","ON",0
"3038","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3039","Liberal Party","Male","Didn't graduate college","60 plus","BC",1
"3040","Conservative Party","Female","Didn't graduate high school","18 to 29","NL",0
"3041","Liberal Party","Male","Graduated college","45 to 59","SK",1
"3042","Liberal Party","Male","Graduated college","30 to 44","QC",1
"3043","Conservative Party","Male","Graduated college","45 to 59","QC",0
"3044","Liberal Party","Female","Didn't graduate college","60 plus","NB",1
"3045","Conservative Party","Male","Graduated college","60 plus","ON",0
"3046","Liberal Party","Male","Didn't graduate college","30 to 44","NB",1
"3047","Liberal Party","Female","Didn't graduate college","60 plus","MB",1
"3048","Conservative Party","Male","Graduated college","45 to 59","ON",0
"3049","Conservative Party","Male","Graduated college","45 to 59","BC",0
"3050","Liberal Party","Female","Graduated college","60 plus","NS",1
"3051","Conservative Party","Female","Didn't graduate college","45 to 59","ON",0
"3052","Conservative Party","Male","Graduated college","18 to 29","MB",0
"3053","Conservative Party","Male","Graduated college","60 plus","ON",0
"3054","Liberal Party","Female","Graduated high school","30 to 44","QC",1
"3055","Liberal Party","Female","Graduated college","60 plus","NS",1
"3056","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3057","Conservative Party","Female","Didn't graduate college","30 to 44","ON",0
"3058","Liberal Party","Female","Didn't graduate college","18 to 29","ON",1
"3059","Liberal Party","Female","Didn't graduate college","45 to 59","QC",1
"3060","Conservative Party","Female","Didn't graduate college","60 plus","ON",0
"3061","Conservative Party","Female","Graduated college","45 to 59","NS",0
"3062","Conservative Party","Male","Didn't graduate college","45 to 59","MB",0
"3063","Liberal Party","Female","Didn't graduate college","45 to 59","MB",1
"3064","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3065","Conservative Party","Female","Graduated college","60 plus","AB",0
"3066","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3067","Conservative Party","Male","Graduated college","60 plus","AB",0
"3068","Conservative Party","Male","Graduated college","30 to 44","MB",0
"3069","Conservative Party","Female","Graduated college","60 plus","ON",0
"3070","Conservative Party","Male","Graduated college","30 to 44","AB",0
"3071","Liberal Party","Female","Graduated college","30 to 44","MB",1
"3072","Liberal Party","Male","Graduated college","30 to 44","SK",1
"3073","Liberal Party","Female","Graduated college","60 plus","BC",1
"3074","Conservative Party","Female","Graduated high school","30 to 44","AB",0
"3075","Liberal Party","Male","Graduated college","18 to 29","QC",1
"3076","Liberal Party","Female","Graduated college","45 to 59","ON",1
"3077","Liberal Party","Female","Graduated college","60 plus","QC",1
"3078","Liberal Party","Female","Graduated college","45 to 59","BC",1
"3079","Liberal Party","Female","Graduated high school","60 plus","ON",1
"3080","Conservative Party","Female","Didn't graduate high school","60 plus","AB",0
"3081","Liberal Party","Female","Didn't graduate college","60 plus","ON",1
"3082","Conservative Party","Male","Graduated high school","60 plus","ON",0
"3083","Liberal Party","Female","Didn't graduate college","60 plus","AB",1
"3084","Conservative Party","Female","Graduated high school","60 plus","ON",0
"3085","Liberal Party","Male","Graduated college","60 plus","ON",1
"3086","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
"3087","Liberal Party","Male","Didn't graduate college","30 to 44","MB",1
"3088","Liberal Party","Female","Graduated college","18 to 29","QC",1
"3089","Conservative Party","Female","Didn't graduate college","45 to 59","NB",0
"3090","Liberal Party","Female","Graduated college","45 to 59","ON",1
"3091","Liberal Party","Male","Graduated college","45 to 59","ON",1
"3092","Conservative Party","Female","Didn't graduate high school","30 to 44","AB",0
"3093","Conservative Party","Male","Didn't graduate college","30 to 44","AB",0
"3094","Liberal Party","Male","Graduated college","30 to 44","ON",1
"3095","Liberal Party","Male","Didn't graduate college","60 plus","BC",1
"3096","Conservative Party","Male","Graduated high school","60 plus","NS",0
"3097","Liberal Party","Male","Graduated college","30 to 44","QC",1
"3098","Conservative Party","Female","Graduated college","45 to 59","ON",0
"3099","Liberal Party","Male","Graduated college","45 to 59","ON",1
"3100","Liberal Party","Male","Graduated college","30 to 44","QC",1
"3101","Liberal Party","Female","Graduated college","45 to 59","QC",1
"3102","Conservative Party","Female","Didn't graduate high school","60 plus","ON",0
"3103","Liberal Party","Female","Graduated college","30 to 44","AB",1
"3104","Conservative Party","Male","Didn't graduate college","45 to 59","ON",0
"3105","Liberal Party","Female","Graduated college","60 plus","ON",1
"3106","Conservative Party","Male","Didn't graduate college","60 plus","AB",0
"3107","Liberal Party","Female","Didn't graduate college","30 to 44","ON",1
"3108","Conservative Party","Female","Graduated high school","60 plus","SK",0
"3109","Conservative Party","Female","Graduated high school","60 plus","BC",0
"3110","Liberal Party","Male","Didn't graduate college","30 to 44","ON",1
"3111","Conservative Party","Male","Didn't graduate high school","60 plus","MB",0
"3112","Liberal Party","Female","Didn't graduate college","30 to 44","MB",1
"3113","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3114","Liberal Party","Female","Graduated college","60 plus","QC",1
"3115","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3116","Liberal Party","Male","Graduated college","60 plus","ON",1
"3117","Conservative Party","Male","Graduated college","45 to 59","ON",0
"3118","Liberal Party","Male","Didn't graduate college","18 to 29","QC",1
"3119","Liberal Party","Female","Graduated college","18 to 29","ON",1
"3120","Conservative Party","Female","Didn't graduate college","60 plus","SK",0
"3121","Liberal Party","Male","Graduated college","45 to 59","ON",1
"3122","Liberal Party","Female","Graduated college","30 to 44","ON",1
"3123","Liberal Party","Male","Graduated college","60 plus","MB",1
"3124","Conservative Party","Female","Graduated college","60 plus","ON",0
"3125","Conservative Party","Female","Graduated high school","60 plus","SK",0
"3126","Liberal Party","Female","Didn't graduate college","45 to 59","ON",1
"3127","Conservative Party","Female","Didn't graduate college","45 to 59","BC",0
"3128","Liberal Party","Male","Graduated high school","45 to 59","NS",1
"3129","Conservative Party","Male","Didn't graduate college","18 to 29","AB",0
"3130","Liberal Party","Male","Didn't graduate college","60 plus","AB",1
"3131","Conservative Party","Male","Graduated college","45 to 59","BC",0
"3132","Conservative Party","Female","Graduated college","60 plus","ON",0
"3133","Liberal Party","Female","Graduated high school","60 plus","ON",1
"3134","Liberal Party","Male","Didn't graduate college","45 to 59","ON",1
